ID,Defect_ID,Control_Type,State,Timestamp
2483,621,ACC17,in-progress,2026-01-28 08:32:59
2484,621,ACC17,closed,2026-01-28 12:09:59
2485,622,AUTH18,new,2026-01-28 15:51:59
2486,622,AUTH18,assign,2026-01-28 19:09:59
2487,622,AUTH18,in-progress,2026-01-28 23:09:59
2488,622,AUTH18,closed,2026-01-29 00:07:59
2489,623,ACC28,new,2026-01-29 01:39:59
2490,623,ACC28,assign,2026-01-29 01:54:59
2491,623,ACC28,in-progress,2026-01-29 04:04:59
2492,623,ACC28,closed,2026-01-29 04:21:59
2493,624,ACC28,new,2026-01-29 08:55:59
2494,624,ACC28,assign,2026-01-29 09:12:59
2495,624,ACC28,in-progress,2026-01-29 11:06:59
2496,624,ACC28,closed,2026-01-29 14:58:59
2497,625,ACC17,new,2026-01-29 19:46:59
2498,625,ACC17,assign,2026-01-30 00:04:59
2499,625,ACC17,in-progress,2026-01-30 02:19:59
2500,625,ACC17,closed,2026-01-30 04:04:59
2501,626,AUTH18,new,2026-01-30 05:51:59
2502,626,AUTH18,assign,2026-01-30 09:49:59
2503,626,AUTH18,in-progress,2026-01-30 13:22:59
2504,626,AUTH18,closed,2026-01-30 17:20:59
2505,627,AUTH42,new,2026-01-30 20:56:59
2506,627,AUTH42,assign,2026-01-30 23:09:59
2507,627,AUTH42,in-progress,2026-01-31 01:32:59
2508,627,AUTH42,closed,2026-01-31 06:30:59
2509,628,ACC03,new,2026-01-31 09:16:59
2510,628,ACC03,assign,2026-01-31 10:16:59
2511,628,ACC03,in-progress,2026-01-31 10:53:59
2512,628,ACC03,closed,2026-01-31 15:39:59
2513,629,AUTH42,new,2026-01-31 16:57:59
2514,629,AUTH42,assign,2026-01-31 18:28:59
2515,629,AUTH42,in-progress,2026-01-31 19:27:59
2516,629,AUTH42,closed,2026-01-31 21:51:59
2517,630,ACC03,new,2026-01-31 23:01:59
2518,630,ACC03,assign,2026-02-01 01:22:59
2519,630,ACC03,in-progress,2026-02-01 04:18:59
2520,630,ACC03,closed,2026-02-01 07:31:59
2521,631,ACC17,new,2026-02-01 12:03:59
2522,631,ACC17,assign,2026-02-01 14:32:59
2523,631,ACC17,in-progress,2026-02-01 16:18:59
2524,631,ACC17,closed,2026-02-01 17:12:59
2525,632,AUTH18,new,2026-02-01 19:45:59
2526,632,AUTH18,assign,2026-02-01 22:26:59
2527,632,AUTH18,in-progress,2026-02-01 22:38:59
2528,632,AUTH18,closed,2026-02-02 00:49:59
2529,633,AUTH18,new,2026-02-02 02:19:59
2530,633,AUTH18,assign,2026-02-02 05:46:59
2531,633,AUTH18,in-progress,2026-02-02 09:56:59
2532,633,AUTH18,closed,2026-02-02 13:00:59
2533,634,ACC17,new,2026-02-02 14:06:59
2534,634,ACC17,assign,2026-02-02 16:43:59
2535,634,ACC17,in-progress,2026-02-02 20:17:59
2536,634,ACC17,closed,2026-02-02 21:59:59
2537,635,ACC03,new,2026-02-02 23:44:59
2538,635,ACC03,assign,2026-02-03 04:30:59
2539,635,ACC03,in-progress,2026-02-03 09:10:59
2540,635,ACC03,closed,2026-02-03 12:36:59
2541,636,ACC03,new,2026-02-03 13:12:59
2542,636,ACC03,assign,2026-02-03 13:17:59
2543,636,ACC03,in-progress,2026-02-03 15:30:59
2544,636,ACC03,closed,2026-02-03 16:18:59
2545,637,ACC03,new,2026-02-03 19:19:59
2546,637,ACC03,assign,2026-02-03 23:29:59
2547,637,ACC03,in-progress,2026-02-04 03:09:59
2548,637,ACC03,closed,2026-02-04 04:06:59
2549,638,AUTH18,new,2026-02-04 07:53:59
2550,638,AUTH18,assign,2026-02-04 11:14:59
2551,638,AUTH18,in-progress,2026-02-04 12:24:59
2552,638,AUTH18,closed,2026-02-04 14:11:59
2553,639,ACC28,new,2026-02-04 16:25:59
2554,639,ACC28,assign,2026-02-04 18:01:59
2555,639,ACC28,in-progress,2026-02-04 19:24:59
2556,639,ACC28,closed,2026-02-04 21:46:59
2557,640,AUTH42,new,2026-02-05 01:40:59
2558,640,AUTH42,assign,2026-02-05 02:51:59
2559,640,AUTH42,in-progress,2026-02-05 05:13:59
2560,640,AUTH42,closed,2026-02-05 06:19:59
2561,641,AUTH18,new,2026-02-05 09:29:59
2562,641,AUTH18,assign,2026-02-05 09:58:59
2563,641,AUTH18,in-progress,2026-02-05 14:52:59
2564,641,AUTH18,closed,2026-02-05 15:44:59
2565,642,AUTH18,new,2026-02-05 20:02:59
2566,642,AUTH18,assign,2026-02-06 00:40:59
2567,642,AUTH18,in-progress,2026-02-06 05:21:59
2568,642,AUTH18,closed,2026-02-06 06:18:59
2569,643,AUTH42,new,2026-02-06 07:00:59
2570,643,AUTH42,assign,2026-02-06 09:53:59
2571,643,AUTH42,in-progress,2026-02-06 12:29:59
2572,643,AUTH42,closed,2026-02-06 14:15:59
2573,644,AUTH18,new,2026-02-06 15:38:59
2574,644,AUTH18,assign,2026-02-06 20:08:59
2575,644,AUTH18,in-progress,2026-02-07 00:54:59
2576,644,AUTH18,closed,2026-02-07 03:10:59
2577,645,ACC03,new,2026-02-07 07:43:59
2578,645,ACC03,assign,2026-02-07 11:08:59
2579,645,ACC03,in-progress,2026-02-07 15:00:59
2580,645,ACC03,closed,2026-02-07 15:25:59
2581,646,ACC28,new,2026-02-07 17:28:59
2582,646,ACC28,assign,2026-02-07 17:31:59
2583,646,ACC28,in-progress,2026-02-07 21:54:59
2584,646,ACC28,closed,2026-02-07 22:35:59
2585,647,AUTH18,new,2026-02-08 01:15:59
2586,647,AUTH18,assign,2026-02-08 02:02:59
2587,647,AUTH18,in-progress,2026-02-08 02:48:59
2588,647,AUTH18,closed,2026-02-08 04:09:59
2589,648,ACC17,new,2026-02-08 05:00:59
2590,648,ACC17,assign,2026-02-08 08:08:59
2591,648,ACC17,in-progress,2026-02-08 10:33:59
2592,648,ACC17,closed,2026-02-08 12:24:59
2593,649,ACC03,new,2026-02-08 17:20:59
2594,649,ACC03,assign,2026-02-08 20:53:59
2595,649,ACC03,in-progress,2026-02-08 23:12:59
2596,649,ACC03,closed,2026-02-09 03:04:59
2597,650,ACC28,new,2026-02-09 03:12:59
2598,650,ACC28,assign,2026-02-09 07:12:59
2599,650,ACC28,in-progress,2026-02-09 09:49:59
2600,650,ACC28,closed,2026-02-09 11:00:59
2601,651,AUTH42,new,2026-02-09 11:54:59
2602,651,AUTH42,assign,2026-02-09 15:18:59
2603,651,AUTH42,in-progress,2026-02-09 15:35:59
2604,651,AUTH42,closed,2026-02-09 16:16:59
2605,652,ACC17,new,2026-02-09 18:54:59
2606,652,ACC17,assign,2026-02-09 22:27:59
2607,652,ACC17,in-progress,2026-02-10 02:04:59
2608,652,ACC17,closed,2026-02-10 06:12:59
2609,653,ACC17,new,2026-02-10 08:23:59
2610,653,ACC17,assign,2026-02-10 10:03:59
2611,653,ACC17,in-progress,2026-02-10 13:01:59
2612,653,ACC17,closed,2026-02-10 14:51:59
2613,654,AUTH18,new,2026-02-10 15:26:59
2614,654,AUTH18,assign,2026-02-10 16:44:59
2615,654,AUTH18,in-progress,2026-02-10 18:57:59
2616,654,AUTH18,closed,2026-02-10 20:48:59
2617,655,ACC28,new,2026-02-11 01:28:59
2618,655,ACC28,assign,2026-02-11 05:30:59
2619,655,ACC28,in-progress,2026-02-11 06:30:59
2620,655,ACC28,closed,2026-02-11 07:56:59
2621,656,ACC17,new,2026-02-11 09:27:59
2622,656,ACC17,assign,2026-02-11 10:44:59
2623,656,ACC17,in-progress,2026-02-11 12:21:59
2624,656,ACC17,closed,2026-02-11 13:24:59
2625,657,ACC28,new,2026-02-11 17:20:59
2626,657,ACC28,assign,2026-02-11 22:04:59
2627,657,ACC28,in-progress,2026-02-11 23:48:59
2628,657,ACC28,closed,2026-02-12 00:43:59
2629,658,AUTH18,new,2026-02-12 05:05:59
2630,658,AUTH18,assign,2026-02-12 06:13:59
2631,658,AUTH18,in-progress,2026-02-12 06:57:59
2632,658,AUTH18,closed,2026-02-12 08:08:59
2633,659,AUTH42,new,2026-02-12 10:24:59
2634,659,AUTH42,assign,2026-02-12 12:00:59
2635,659,AUTH42,in-progress,2026-02-12 13:18:59
2636,659,AUTH42,closed,2026-02-12 18:12:59
2637,660,AUTH42,new,2026-02-12 20:01:59
2638,660,AUTH42,assign,2026-02-12 21:52:59
2639,660,AUTH42,in-progress,2026-02-13 00:00:59
2640,660,AUTH42,closed,2026-02-13 00:51:59
2641,661,ACC03,new,2026-02-13 02:03:59
2642,661,ACC03,assign,2026-02-13 06:44:59
2643,661,ACC03,in-progress,2026-02-13 09:37:59
2644,661,ACC03,closed,2026-02-13 12:38:59
2645,662,ACC17,new,2026-02-13 17:15:59
2646,662,ACC17,assign,2026-02-13 17:32:59
2647,662,ACC17,in-progress,2026-02-13 19:35:59
2648,662,ACC17,closed,2026-02-13 19:54:59
2649,663,ACC28,new,2026-02-13 22:03:59
2650,663,ACC28,assign,2026-02-14 00:01:59
2651,663,ACC28,in-progress,2026-02-14 03:31:59
2652,663,ACC28,closed,2026-02-14 08:07:59
2653,664,ACC28,new,2026-02-14 09:39:59
2654,664,ACC28,assign,2026-02-14 13:23:59
2655,664,ACC28,in-progress,2026-02-14 14:59:59
2656,664,ACC28,closed,2026-02-14 17:35:59
2657,665,ACC03,new,2026-02-14 22:21:59
2658,665,ACC03,assign,2026-02-15 01:08:59
2659,665,ACC03,in-progress,2026-02-15 04:53:59
2660,665,ACC03,closed,2026-02-15 08:55:59
2661,666,AUTH42,new,2026-02-15 09:23:59
2662,666,AUTH42,assign,2026-02-15 12:26:59
2663,666,AUTH42,in-progress,2026-02-15 15:28:59
2664,666,AUTH42,closed,2026-02-15 15:59:59
2665,667,AUTH18,new,2026-02-15 16:26:59
2666,667,AUTH18,assign,2026-02-15 21:09:59
2667,667,AUTH18,in-progress,2026-02-16 02:08:59
2668,667,AUTH18,closed,2026-02-16 06:37:59
2669,668,AUTH42,new,2026-02-16 07:53:59
2670,668,AUTH42,assign,2026-02-16 11:22:59
2671,668,AUTH42,in-progress,2026-02-16 11:44:59
2672,668,AUTH42,closed,2026-02-16 15:52:59
2673,669,AUTH42,new,2026-02-16 16:59:59
2674,669,AUTH42,assign,2026-02-16 21:54:59
2675,669,AUTH42,in-progress,2026-02-16 22:41:59
2676,669,AUTH42,closed,2026-02-17 01:57:59
2677,670,AUTH18,new,2026-02-17 06:27:59
2678,670,AUTH18,assign,2026-02-17 06:50:59
2679,670,AUTH18,in-progress,2026-02-17 10:20:59
2680,670,AUTH18,closed,2026-02-17 14:32:59
2681,671,ACC17,new,2026-02-17 17:25:59
2682,671,ACC17,assign,2026-02-17 20:01:59
2683,671,ACC17,in-progress,2026-02-17 23:05:59
2684,671,ACC17,closed,2026-02-18 03:59:59
2685,672,ACC17,new,2026-02-18 08:38:59
2686,672,ACC17,assign,2026-02-18 12:15:59
2687,672,ACC17,in-progress,2026-02-18 15:47:59
2688,672,ACC17,closed,2026-02-18 20:04:59
2689,673,ACC03,new,2026-02-19 01:00:59
2690,673,ACC03,assign,2026-02-19 03:11:59
2691,673,ACC03,in-progress,2026-02-19 05:20:59
2692,673,ACC03,closed,2026-02-19 06:20:59
2693,674,ACC17,new,2026-02-19 09:28:59
2694,674,ACC17,assign,2026-02-19 10:10:59
2695,674,ACC17,in-progress,2026-02-19 12:31:59
2696,674,ACC17,closed,2026-02-19 14:04:59
2697,675,ACC03,new,2026-02-19 15:40:59
2698,675,ACC03,assign,2026-02-19 17:41:59
2699,675,ACC03,in-progress,2026-02-19 17:50:59
2700,675,ACC03,closed,2026-02-19 19:18:59
2701,676,AUTH42,new,2026-02-19 22:33:59
2702,676,AUTH42,assign,2026-02-20 03:19:59
2703,676,AUTH42,in-progress,2026-02-20 07:04:59
2704,676,AUTH42,closed,2026-02-20 07:38:59
2705,677,ACC28,new,2026-02-20 10:17:59
2706,677,ACC28,assign,2026-02-20 11:08:59
2707,677,ACC28,in-progress,2026-02-20 15:14:59
2708,677,ACC28,closed,2026-02-20 16:36:59
2709,678,AUTH42,new,2026-02-20 21:06:59
2710,678,AUTH42,assign,2026-02-21 01:01:59
2711,678,AUTH42,in-progress,2026-02-21 01:34:59
2712,678,AUTH42,closed,2026-02-21 04:36:59
2713,679,ACC03,new,2026-02-21 08:12:59
2714,679,ACC03,assign,2026-02-21 11:18:59
2715,679,ACC03,in-progress,2026-02-21 12:52:59
2716,679,ACC03,closed,2026-02-21 17:33:59
2717,680,ACC28,new,2026-02-21 21:34:59
2718,680,ACC28,assign,2026-02-22 00:26:59
2719,680,ACC28,in-progress,2026-02-22 03:36:59
2720,680,ACC28,closed,2026-02-22 06:12:59
2721,681,ACC03,new,2026-02-22 10:51:59
2722,681,ACC03,assign,2026-02-22 15:29:59
2723,681,ACC03,in-progress,2026-02-22 17:25:59
2724,681,ACC03,closed,2026-02-22 19:07:59
2725,682,ACC17,new,2026-02-22 21:57:59
2726,682,ACC17,assign,2026-02-23 00:55:59
2727,682,ACC17,in-progress,2026-02-23 04:13:59
2728,682,ACC17,closed,2026-02-23 05:25:59
2729,683,ACC03,new,2026-02-23 05:33:59
2730,683,ACC03,assign,2026-02-23 10:18:59
2731,683,ACC03,in-progress,2026-02-23 14:10:59
2732,683,ACC03,closed,2026-02-23 16:05:59
2733,684,AUTH18,new,2026-02-23 16:26:59
2734,684,AUTH18,assign,2026-02-23 18:39:59
2735,684,AUTH18,in-progress,2026-02-23 18:49:59
2736,684,AUTH18,closed,2026-02-23 23:03:59
2737,685,ACC17,new,2026-02-24 01:25:59
2738,685,ACC17,assign,2026-02-24 04:59:59
2739,685,ACC17,in-progress,2026-02-24 05:31:59
2740,685,ACC17,closed,2026-02-24 08:52:59
2741,686,ACC28,new,2026-02-24 13:12:59
2742,686,ACC28,assign,2026-02-24 14:48:59
2743,686,ACC28,in-progress,2026-02-24 16:12:59
2744,686,ACC28,closed,2026-02-24 20:58:59
2745,687,AUTH18,new,2026-02-25 01:12:59
2746,687,AUTH18,assign,2026-02-25 02:11:59
2747,687,AUTH18,in-progress,2026-02-25 07:04:59
2748,687,AUTH18,closed,2026-02-25 11:29:59
2749,688,ACC03,new,2026-02-25 14:12:59
2750,688,ACC03,assign,2026-02-25 14:49:59
2751,688,ACC03,in-progress,2026-02-25 15:11:59
2752,688,ACC03,closed,2026-02-25 17:13:59
2753,689,AUTH42,new,2026-02-25 20:13:59
2754,689,AUTH42,assign,2026-02-25 23:37:59
2755,689,AUTH42,in-progress,2026-02-26 03:34:59
2756,689,AUTH42,closed,2026-02-26 07:26:59
2757,690,ACC03,new,2026-02-26 11:04:59
2758,690,ACC03,assign,2026-02-26 14:04:59
2759,690,ACC03,in-progress,2026-02-26 17:07:59
2760,690,ACC03,closed,2026-02-26 18:55:59
2761,691,AUTH42,new,2026-02-26 23:18:59
2762,691,AUTH42,assign,2026-02-26 23:55:59
2763,691,AUTH42,in-progress,2026-02-27 02:07:59
2764,691,AUTH42,closed,2026-02-27 05:51:59
2765,692,ACC03,new,2026-02-27 08:32:59
2766,692,ACC03,assign,2026-02-27 12:45:59
2767,692,ACC03,in-progress,2026-02-27 16:41:59
2768,692,ACC03,closed,2026-02-27 20:52:59
2769,693,AUTH42,new,2026-02-27 23:49:59
2770,693,AUTH42,assign,2026-02-28 00:21:59
2771,693,AUTH42,in-progress,2026-02-28 04:12:59
2772,693,AUTH42,closed,2026-02-28 07:25:59
2773,694,ACC28,new,2026-02-28 09:22:59
2774,694,ACC28,assign,2026-02-28 11:08:59
2775,694,ACC28,in-progress,2026-02-28 15:20:59
2776,694,ACC28,closed,2026-02-28 19:23:59
2777,695,AUTH18,new,2026-02-28 23:32:59
2778,695,AUTH18,assign,2026-02-28 23:42:59
2779,695,AUTH18,in-progress,2026-03-01 04:00:59
2780,695,AUTH18,closed,2026-03-01 07:51:59
2781,696,AUTH18,new,2026-03-01 10:24:59
2782,696,AUTH18,assign,2026-03-01 12:38:59
2783,696,AUTH18,in-progress,2026-03-01 14:27:59
2784,696,AUTH18,closed,2026-03-01 17:06:59
2785,697,ACC17,new,2026-03-01 19:12:59
2786,697,ACC17,assign,2026-03-01 19:14:59
2787,697,ACC17,in-progress,2026-03-01 23:44:59
2788,697,ACC17,closed,2026-03-02 02:42:59
2789,698,ACC28,new,2026-03-02 05:23:59
2790,698,ACC28,assign,2026-03-02 06:58:59
2791,698,ACC28,in-progress,2026-03-02 07:27:59
2792,698,ACC28,closed,2026-03-02 08:29:59
2793,699,ACC03,new,2026-03-02 11:25:59
2794,699,ACC03,assign,2026-03-02 13:42:59
2795,699,ACC03,in-progress,2026-03-02 18:11:59
2796,699,ACC03,closed,2026-03-02 22:07:59
2797,700,AUTH42,new,2026-03-02 22:24:59
2798,700,AUTH42,assign,2026-03-03 00:05:59
2799,700,AUTH42,in-progress,2026-03-03 02:00:59
2800,700,AUTH42,closed,2026-03-03 07:00:59
2801,701,AUTH18,new,2026-03-03 07:15:59
2802,701,AUTH18,assign,2026-03-03 10:45:59
2803,701,AUTH18,in-progress,2026-03-03 15:20:59
2804,701,AUTH18,closed,2026-03-03 15:30:59
2805,702,ACC17,new,2026-03-03 19:16:59
2806,702,ACC17,assign,2026-03-03 23:55:59
2807,702,ACC17,in-progress,2026-03-04 00:18:59
2808,702,ACC17,closed,2026-03-04 04:30:59
2809,703,AUTH42,new,2026-03-04 07:02:59
2810,703,AUTH42,assign,2026-03-04 10:28:59
2811,703,AUTH42,in-progress,2026-03-04 14:22:59
2812,703,AUTH42,closed,2026-03-04 15:40:59
2813,704,ACC03,new,2026-03-04 17:34:59
2814,704,ACC03,assign,2026-03-04 18:26:59
2815,704,ACC03,in-progress,2026-03-04 19:57:59
2816,704,ACC03,closed,2026-03-04 23:39:59
2817,705,AUTH42,new,2026-03-05 02:56:59
2818,705,AUTH42,assign,2026-03-05 06:47:59
2819,705,AUTH42,in-progress,2026-03-05 08:31:59
2820,705,AUTH42,closed,2026-03-05 09:51:59
2821,706,ACC28,new,2026-03-05 11:55:59
2822,706,ACC28,assign,2026-03-05 15:30:59
2823,706,ACC28,in-progress,2026-03-05 18:05:59
2824,706,ACC28,closed,2026-03-05 20:44:59
2825,707,ACC28,new,2026-03-05 21:28:59
2826,707,ACC28,assign,2026-03-05 23:54:59
2827,707,ACC28,in-progress,2026-03-06 01:28:59
2828,707,ACC28,closed,2026-03-06 05:15:59
2829,708,AUTH18,new,2026-03-06 08:29:59
2830,708,AUTH18,assign,2026-03-06 10:28:59
2831,708,AUTH18,in-progress,2026-03-06 12:26:59
2832,708,AUTH18,closed,2026-03-06 13:45:59
2833,709,ACC28,new,2026-03-06 14:29:59
2834,709,ACC28,assign,2026-03-06 17:42:59
2835,709,ACC28,in-progress,2026-03-06 20:40:59
2836,709,ACC28,closed,2026-03-07 01:24:59
2837,710,ACC28,new,2026-03-07 04:26:59
2838,710,ACC28,assign,2026-03-07 08:50:59
2839,710,ACC28,in-progress,2026-03-07 11:14:59
2840,710,ACC28,closed,2026-03-07 16:04:59
2841,711,ACC03,new,2026-03-07 19:01:59
2842,711,ACC03,assign,2026-03-07 22:31:59
2843,711,ACC03,in-progress,2026-03-08 01:41:59
2844,711,ACC03,closed,2026-03-08 04:16:59
2845,712,ACC17,new,2026-03-08 08:23:59
2846,712,ACC17,assign,2026-03-08 12:08:59
2847,712,ACC17,in-progress,2026-03-08 12:59:59
2848,712,ACC17,closed,2026-03-08 14:52:59
2849,713,ACC17,new,2026-03-08 17:47:59
2850,713,ACC17,assign,2026-03-08 22:07:59
2851,713,ACC17,in-progress,2026-03-08 22:29:59
2852,713,ACC17,closed,2026-03-09 00:43:59
2853,714,ACC17,new,2026-03-09 03:14:59
2854,714,ACC17,assign,2026-03-09 03:29:59
2855,714,ACC17,in-progress,2026-03-09 07:44:59
2856,714,ACC17,closed,2026-03-09 09:56:59
2857,715,AUTH18,new,2026-03-09 12:07:59
2858,715,AUTH18,assign,2026-03-09 12:36:59
2859,715,AUTH18,in-progress,2026-03-09 14:43:59
2860,715,AUTH18,closed,2026-03-09 17:38:59
2861,716,ACC17,new,2026-03-09 19:33:59
2862,716,ACC17,assign,2026-03-09 19:40:59
2863,716,ACC17,in-progress,2026-03-09 21:50:59
2864,716,ACC17,closed,2026-03-09 22:52:59
2865,717,ACC03,new,2026-03-10 00:54:59
2866,717,ACC03,assign,2026-03-10 02:54:59
2867,717,ACC03,in-progress,2026-03-10 04:56:59
2868,717,ACC03,closed,2026-03-10 05:19:59
2869,718,AUTH42,new,2026-03-10 09:04:59
2870,718,AUTH42,assign,2026-03-10 12:39:59
2871,718,AUTH42,in-progress,2026-03-10 17:05:59
2872,718,AUTH42,closed,2026-03-10 22:00:59
2873,719,AUTH18,new,2026-03-10 22:52:59
2874,719,AUTH18,assign,2026-03-10 23:57:59
2875,719,AUTH18,in-progress,2026-03-11 04:16:59
2876,719,AUTH18,closed,2026-03-11 05:02:59
2877,720,AUTH42,new,2026-03-11 07:21:59
2878,720,AUTH42,assign,2026-03-11 10:45:59
2879,720,AUTH42,in-progress,2026-03-11 14:18:59
2880,720,AUTH42,closed,2026-03-11 18:54:59
2881,721,ACC17,new,2026-03-11 21:32:59
2882,721,ACC17,assign,2026-03-12 00:38:59
2883,721,ACC17,in-progress,2026-03-12 05:19:59
2884,721,ACC17,closed,2026-03-12 10:17:59
2885,722,ACC28,new,2026-03-12 13:28:59
2886,722,ACC28,assign,2026-03-12 15:08:59
2887,722,ACC28,in-progress,2026-03-12 16:58:59
2888,722,ACC28,closed,2026-03-12 21:29:59
2889,723,AUTH42,new,2026-03-13 00:46:59
2890,723,AUTH42,assign,2026-03-13 00:48:59
2891,723,AUTH42,in-progress,2026-03-13 03:42:59
2892,723,AUTH42,closed,2026-03-13 04:20:59
2893,724,ACC03,new,2026-03-13 05:16:59
2894,724,ACC03,assign,2026-03-13 07:42:59
2895,724,ACC03,in-progress,2026-03-13 10:38:59
2896,724,ACC03,closed,2026-03-13 11:23:59
2897,725,ACC28,new,2026-03-13 12:11:59
2898,725,ACC28,assign,2026-03-13 15:48:59
2899,725,ACC28,in-progress,2026-03-13 20:37:59
2900,725,ACC28,closed,2026-03-14 01:19:59
2901,726,ACC28,new,2026-03-14 05:03:59
2902,726,ACC28,assign,2026-03-14 05:26:59
2903,726,ACC28,in-progress,2026-03-14 07:58:59
2904,726,ACC28,closed,2026-03-14 11:51:59
2905,727,ACC17,new,2026-03-14 14:56:59
2906,727,ACC17,assign,2026-03-14 16:26:59
2907,727,ACC17,in-progress,2026-03-14 20:27:59
2908,727,ACC17,closed,2026-03-15 00:52:59
2909,728,ACC28,new,2026-03-15 04:59:59
2910,728,ACC28,assign,2026-03-15 07:51:59
2911,728,ACC28,in-progress,2026-03-15 10:20:59
2912,728,ACC28,closed,2026-03-15 13:46:59
2913,729,ACC17,new,2026-03-15 16:33:59
2914,729,ACC17,assign,2026-03-15 17:48:59
2915,729,ACC17,in-progress,2026-03-15 21:32:59
2916,729,ACC17,closed,2026-03-15 21:48:59
2917,730,AUTH42,new,2026-03-15 22:58:59
2918,730,AUTH42,assign,2026-03-15 23:24:59
2919,730,AUTH42,in-progress,2026-03-16 02:57:59
2920,730,AUTH42,closed,2026-03-16 06:21:59
2921,731,AUTH18,new,2026-03-16 09:01:59
2922,731,AUTH18,assign,2026-03-16 10:07:59
2923,731,AUTH18,in-progress,2026-03-16 13:20:59
2924,731,AUTH18,closed,2026-03-16 16:55:59
2925,732,ACC28,new,2026-03-16 21:28:59
2926,732,ACC28,assign,2026-03-16 22:59:59
2927,732,ACC28,in-progress,2026-03-17 02:43:59
2928,732,ACC28,closed,2026-03-17 04:30:59
2929,733,AUTH42,new,2026-03-17 05:30:59
2930,733,AUTH42,assign,2026-03-17 06:37:59
2931,733,AUTH42,in-progress,2026-03-17 07:48:59
2932,733,AUTH42,closed,2026-03-17 12:36:59
2933,734,AUTH42,new,2026-03-17 15:22:59
2934,734,AUTH42,assign,2026-03-17 18:13:59
2935,734,AUTH42,in-progress,2026-03-17 22:58:59
2936,734,AUTH42,closed,2026-03-18 01:01:59
2937,735,ACC28,new,2026-03-18 05:26:59
2938,735,ACC28,assign,2026-03-18 09:37:59
2939,735,ACC28,in-progress,2026-03-18 13:22:59
2940,735,ACC28,closed,2026-03-18 14:55:59
2941,736,ACC28,new,2026-03-18 15:31:59
2942,736,ACC28,assign,2026-03-18 16:48:59
2943,736,ACC28,in-progress,2026-03-18 17:56:59
2944,736,ACC28,closed,2026-03-18 20:32:59
2945,737,AUTH18,new,2026-03-18 21:56:59
2946,737,AUTH18,assign,2026-03-18 22:33:59
2947,737,AUTH18,in-progress,2026-03-19 01:40:59
2948,737,AUTH18,closed,2026-03-19 06:40:59
2949,738,AUTH18,new,2026-03-19 09:41:59
2950,738,AUTH18,assign,2026-03-19 12:59:59
2951,738,AUTH18,in-progress,2026-03-19 17:28:59
2952,738,AUTH18,closed,2026-03-19 17:30:59
2953,739,ACC17,new,2026-03-19 18:00:59
2954,739,ACC17,assign,2026-03-19 22:06:59
2955,739,ACC17,in-progress,2026-03-20 00:27:59
2956,739,ACC17,closed,2026-03-20 03:11:59
2957,740,ACC17,new,2026-03-20 04:32:59
2958,740,ACC17,assign,2026-03-20 09:09:59
2959,740,ACC17,in-progress,2026-03-20 10:26:59
2960,740,ACC17,closed,2026-03-20 15:22:59
2961,741,ACC17,new,2026-03-20 16:09:59
2962,741,ACC17,assign,2026-03-20 17:55:59
2963,741,ACC17,in-progress,2026-03-20 22:21:59
2964,741,ACC17,closed,2026-03-20 23:53:59
2965,742,ACC17,new,2026-03-21 01:12:59
2966,742,ACC17,assign,2026-03-21 05:28:59
2967,742,ACC17,in-progress,2026-03-21 08:06:59
2968,742,ACC17,closed,2026-03-21 12:48:59
2969,743,AUTH42,new,2026-03-21 15:13:59
2970,743,AUTH42,assign,2026-03-21 15:28:59
2971,743,AUTH42,in-progress,2026-03-21 18:13:59
2972,743,AUTH42,closed,2026-03-21 22:20:59
2973,744,AUTH42,new,2026-03-21 23:05:59
2974,744,AUTH42,assign,2026-03-22 02:12:59
2975,744,AUTH42,in-progress,2026-03-22 02:36:59
2976,744,AUTH42,closed,2026-03-22 07:24:59
2977,745,ACC28,new,2026-03-22 08:32:59
2978,745,ACC28,assign,2026-03-22 11:34:59
2979,745,ACC28,in-progress,2026-03-22 12:48:59
2980,745,ACC28,closed,2026-03-22 17:41:59
2981,746,ACC28,new,2026-03-22 19:59:59
2982,746,ACC28,assign,2026-03-22 20:07:59
2983,746,ACC28,in-progress,2026-03-22 22:50:59
2984,746,ACC28,closed,2026-03-23 03:19:59
2985,747,AUTH18,new,2026-03-23 04:15:59
2986,747,AUTH18,assign,2026-03-23 06:50:59
2987,747,AUTH18,in-progress,2026-03-23 10:06:59
2988,747,AUTH18,closed,2026-03-23 14:07:59
2989,748,AUTH18,new,2026-03-23 17:59:59
2990,748,AUTH18,assign,2026-03-23 22:49:59
2991,748,AUTH18,in-progress,2026-03-24 00:08:59
2992,748,AUTH18,closed,2026-03-24 04:29:59
2993,749,AUTH18,new,2026-03-24 05:29:59
2994,749,AUTH18,assign,2026-03-24 08:48:59
2995,749,AUTH18,in-progress,2026-03-24 10:19:59
2996,749,AUTH18,closed,2026-03-24 14:41:59
2997,750,ACC17,new,2026-03-24 15:29:59
2998,750,ACC17,assign,2026-03-24 19:07:59
2999,750,ACC17,in-progress,2026-03-24 20:17:59
3000,750,ACC17,closed,2026-03-24 23:49:59
3001,751,ACC03,new,2026-03-25 00:22:59
3002,751,ACC03,assign,2026-03-25 05:03:59
3003,751,ACC03,in-progress,2026-03-25 05:28:59
3004,751,ACC03,closed,2026-03-25 08:07:59
3005,752,AUTH18,new,2026-03-25 09:59:59
3006,752,AUTH18,assign,2026-03-25 13:13:59
